NAME,COUNTRY,LONGITUDE,LATITUDE,TAMAX,TAMAXDATE,TAMIN,TAMINDATE
DESMET 1 S, ID US,-116.91667,47.16667,8.76,1967,6.92,1978
TETONIA, ID US,-111.16667,43.81667,5.22,1940,3.08,1951
TETONIA EXPERIMENT STATION, ID US,-111.2769,43.8563,5.41,2015,2.66,1964
THREE CREEK, ID US,-115.15,42.08333,7.23,1958,5.06,1964
TRIANGLE RANCH, ID US,-116.61667,42.78333,5.76,1962,5.76,1962
TWIN FALLS KMVT, ID US,-114.4569,42.5808,10.8,1992,6.72,1985
TWIN FALLS 2 NNE, ID US,-114.46667,42.58333,11.78,1934,7.68,1911
TWIN FALLS 3 SE, ID US,-114.41667,42.53333,11.85,1934,8.12,1951
TWIN FALLS, ID US,-114.3461,42.5458,10.17,2003,7.01,1993
WALLACE, ID US,-115.93333,47.46667,9.5,1940,5.86,1955
WALLACE, ID US,-115.9313,47.4754,8.89,2016,5.3,1985
WARREN, ID US,-115.6789,45.2658,5.09,1896,1.28,1965
WAYAN, ID US,-111.4098,42.9727,4.98,1962,3.45,2005
WEISER, ID US,-116.9696,44.2456,13.26,1934,8.47,1984
WENDELL, ID US,-114.666667,42.75,10.74,1918,8.72,1912
WESTON, ID US,-111.9616,42.0358,8.42,1910,6.69,1911
WINCHESTER 1 SE, ID US,-116.61667,46.23333,8.26,1940,5.53,1948
WINCHESTER, ID US,-116.6232,46.2381,7.55,1992,4.85,1982
WRENSTED RANCH, ID US,-112.433333,43.55,5.63,1919,5.63,1919
YELLOWPINE, ID US,-115.496,44.9628,7.48,2015,3.14,1975
YELLOWPINE 7 S, ID US,-115.5115,44.8541,5.02,1992,2.61,1985
YELLOWPINE BAR, ID US,-115.2514,45.545,10.45,2003,8.56,1993
ALBION, IL US,-88.0569,38.3777,15.09,1953,11.72,1904
ALEDO, IL US,-90.7447,41.1977,12.43,1931,7.95,1996
ALTON MELVIN PRICE LOCK AND DAM, IL US,-90.14886,38.86702,14.54,1998,11.11,1979
ALTONA, IL US,-90.1641,41.1204,11.11,2012,7.44,2014
ANNA 2 NNE, IL US,-89.2344,37.4813,16.11,1921,12.47,1979
ANTIOCH, IL US,-88.0994,42.4811,10.89,1921,6.53,1917
ASHTON, IL US,-89.26667,41.85,9.46,1900,7.28,1904
ATHENS 4 SW, IL US,-89.7964,39.9275,11.74,2001,10.83,2003
AURORA, IL US,-88.30925,41.78038,11.9,2012,7.06,1917
AVON, IL US,-90.4447,40.6632,11.99,2012,11.99,2012
BARRINGTON, IL US,-88.13333,42.15,9.41,1964,8.68,1963
BARRINGTON 3 SW, IL US,-88.1639,42.1153,10.54,2012,7.03,2014
BEMENT, IL US,-88.58333,39.83333,12.48,1911,11.31,1910
BENTLEY, IL US,-91.1124,40.3444,12.96,2012,9.48,1996
BENTON, IL US,-88.9202,38.0336,14.21,2001,13.22,1992
BIRDS 2 E, IL US,-87.6285,38.837,13.71,2011,13.71,2011
BLOOMINGTON 5 W, IL US,-89.0865,40.4864,11.99,2012,8.27,2014
NORMAL 4 NE, IL US,-89.0,40.51667,13.11,1921,9.16,1917
BROOKPORT DAM 52, IL US,-88.653,37.1275,15.86,1998,13.11,1979
BROWNSTOWN 4 SW, IL US,-88.95833,38.95444,13.8,2007,11.59,1995
CAHOKIA, IL US,-90.19417,38.56694,14.43,1998,11.91,1972
CARBONDALE SEWAGE PLANT, IL US,-89.1658,37.7308,15.85,1921,11.24,1979
CARLINVILLE, IL US,-89.8702,39.2883,14.29,1931,10.66,1917
CARLYLE, IL US,-89.36667,38.6,14.4,1946,12.31,1958
CARLYLE RESERVOIR, IL US,-89.363,38.6249,14.53,2012,10.92,1979
CARMI 3, IL US,-88.1805,38.0733,14.99,1998,11.85,2014
CASEY, IL US,-87.9746,39.2975,13.55,2017,10.68,1989
CENTRALIA, IL US,-89.12977,38.55556,13.66,1947,13.66,1947
CHANNAHON DRESDEN ISLAND, IL US,-88.2819,41.3978,12.54,2012,9.73,2000
CHARLESTON, IL US,-88.1652,39.4762,14.59,2012,10.56,1958
CHENOA, IL US,-88.71802,40.74076,12.9,2012,9.18,1979
CHESTER, IL US,-89.83085,37.90208,15.81,1908,14.58,1907
CHICAGO BOTANIC GARDEN, IL US,-87.78537,42.13987,11.86,2012,7.86,2014
CHICAGO GRANT PARK, IL US,-87.61667,41.88333,9.98,1974,9.26,1972
CHICAGO NORTHERLY ISLAND, IL US,-87.6094,41.8558,13.58,2012,8.82,2014
CHICAGO MIDWAY AIRPORT 3 SW, IL US,-87.7775,41.7372,12.98,2012,8.91,1979
CHICAGO WEATHER BUREAU CITY 2, IL US,-87.63333,41.88333,10.21,1968,9.14,1967
CICERO, IL US,-87.76667,41.85,11.98,1953,9.6,1950
CLINTON 1 SSW, IL US,-88.9675,40.1375,13.11,1921,9.48,1924
COATSBURG, IL US,-91.16667,40.01667,12.36,1911,9.76,1904
COBDEN 2 S, IL US,-89.25,37.5,14.14,1953,12.8,1966
COMPTON 1 NW, IL US,-89.10028,41.70611,10.81,1998,7.2,1996
CONGERVILLE 2 NW, IL US,-89.2415,40.6211,12.35,2016,8.62,2014
CONGERVILLE, IL US,-89.2,40.6,11.98,1939,11.98,1939
CREAL SPRINGS, IL US,-88.83333,37.61667,13.71,1967,13.35,1966
CRYSTAL LAKE 4 NW, IL US,-88.3952,42.2611,11.53,2012,8.75,2013
DANVILLE, IL US,-87.6479,40.1391,13.83,1921,9.96,1917
DECATUR WTP, IL US,-88.9505,39.8288,14.14,1931,9.68,2014
DECATUR 4 N, IL US,-88.9563,39.9078,11.78,2006,11.78,2006
DE KALB, IL US,-88.7756,41.9342,11.06,1998,7.25,2014
DIXON 1 W, IL US,-89.51361,41.83492,12.35,1931,6.62,1917
DIXON SPRINGS AGRIC CNTR, IL US,-88.6678,37.4388,16.17,1998,12.74,1978
DU QUOIN 4 SE, IL US,-89.193,37.9877,15.27,2016,11.61,1979
DWIGHT, IL US,-88.41667,41.1,12.46,1921,8.47,1917
DWIGHT, IL US,-88.4111,41.1072,11.78,1998,7.46,2014
EAST ST LOUIS PARKS COLLEGE, IL US,-90.18333,38.56667,15.36,1946,12.98,1961
EFFINGHAM, IL US,-88.6244,39.1181,14.7,1921,9.63,1979
ELDORADO, IL US,-88.45,37.81667,14.52,1991,14.52,1991
ELGIN, IL US,-88.28617,42.06278,11.47,1998,7.01,1979
ELIZABETH, IL US,-90.2269,42.3162,10.52,2012,6.65,2014
ELIZABETHTOWN, IL US,-88.3,37.45,15.69,1953,12.8,1960
FAIRFIELD RADIO WFIW, IL US,-88.3263,38.3805,15.39,1921,11.64,1979
FARMER CITY 3 W, IL US,-88.7075,40.2538,11.95,1973,9.7,1997
FISHER, IL US,-88.3504,40.3175,11.86,2011,11.86,2011
FLORA, IL US,-88.4798,38.678,14.65,2012,11.21,2014
FLORA 5 NW, IL US,-88.5758,38.7103,14.66,1938,11.02,1979
FREEPORT, IL US,-89.61667,42.3,10.99,1931,7.06,1912
FREEPORT WWP, IL US,-89.6038,42.2972,10.94,2012,6.87,2014
FRIEND GROVE, IL US,-87.883333,38.433333,12.82,1906,11.6,1904
FULTON DAM, IL US,-90.1545,41.8978,11.43,2012,7.86,2014
GALENA, IL US,-90.386,42.3995,10.23,2012,6.42,2014
GALESBURG, IL US,-90.3856,40.9464,12.26,2006,8.06,2014
GALVA, IL US,-90.0351,41.1738,12.42,1931,8.1,1917
GEBHARD WOODS ST PK, IL US,-88.43333,41.35,11.04,1973,9.23,1972
GENESEO, IL US,-90.1487,41.4511,12.56,2012,8.55,1978
GIBSON CITY, IL US,-88.36528,40.47306,11.95,1998,9.01,1989
GLADSTONE DAM 18, IL US,-91.0234,40.8821,12.65,2012,8.49,2014
GOLCONDA RIVER, IL US,-88.48944,37.37889,15.43,1911,12.32,1958
GOLDEN, IL US,-91.02222,40.10639,12.4,1998,9.47,1985
GRAND CHAIN DAM 53, IL US,-89.0422,37.2036,15.25,1998,13.16,1996
GRAND TOWER 2 N, IL US,-89.5102,37.6591,14.81,2007,13.26,2008
GRAYVILLE, IL US,-87.9988,38.2758,14.66,1898,12.72,2003
GREENVILLE, IL US,-89.4052,38.8649,14.47,1938,11.2,1924
GRIGGSVILLE, IL US,-90.7086,39.7377,13.95,1921,9.3,1978
HALFWAY, IL US,-88.85,37.8,14.64,1900,12.79,1904
HARRISBURG, IL US,-88.5244,37.7408,16.2,1921,12.49,1996
HAVANA, IL US,-90.05,40.3,13.46,1921,9.8,1917
HAVANA, IL US,-90.0647,40.303,12.3,1987,9.62,1979
HENNEPIN, IL US,-89.3379,41.2541,12.97,2012,9.23,2014
HENNEPIN POWER PLANT, IL US,-89.33806,41.26472,11.28,2006,8.24,1985
HENRY, IL US,-89.35611,41.10694,11.72,1949,11.72,1949
HIDALGO 3 SW, IL US,-88.1905,39.1396,14.81,2012,12.28,2008
HILLSBORO, IL US,-89.49201,39.16103,14.36,1921,10.65,1917
HOOPESTON, IL US,-87.6851,40.4664,13.15,1998,9.37,2014
HUTSONVILLE, IL US,-87.6563,39.1138,13.35,2011,13.35,2011
ILLINOIS CITY DAM 16, IL US,-91.0094,41.4255,12.24,2012,9.55,2013
IUKA 12 SW, IL US,-88.97073,38.49321,14.13,2012,11.36,2013
JACKSONVILLE 2 E, IL US,-90.1979,39.7346,13.91,1921,9.28,1979
JACKSONVILLE 2, IL US,-90.2285,39.7133,13.79,2012,9.91,2014
JERSEYVILLE 2 SW, IL US,-90.34315,39.10246,13.88,1954,10.17,2014
JOLIET BRANDON RD DAM, IL US,-88.10339,41.50339,12.19,1998,8.19,2014
KANKAKEE 3 SW, IL US,-87.91667,41.08333,12.71,1921,8.39,1917
KANKAKEE 4 NW, IL US,-87.93333,41.13333,11.23,1953,8.91,1950
KANKAKEE METRO WASTEWATER, IL US,-87.88564,41.13506,12.36,2012,8.38,1979
KASKASKIA RIVER NAVIGATION LOCK, IL US,-89.94683,37.98344,15.94,1998,11.63,1979
KEWANEE 1 E, IL US,-89.8997,41.2429,11.36,1964,7.25,2014
KISHWAUKEE, IL US,-89.11667,42.13333,9.66,1911,7.66,1904
KNOXVILLE, IL US,-90.2897,40.9026,11.84,2012,8.23,2014
LACON, IL US,-89.4153,41.0187,12.79,1998,9.67,1979
LA GRANGE, IL US,-87.86667,41.8,10.21,1911,7.99,1893
LA HARPE, IL US,-90.9686,40.5838,13.11,1931,8.87,2014
LAKE VILLA 2 NE, IL US,-88.0594,42.4308,11.1,1998,7.62,1996
PERU, IL US,-89.13333,41.33333,13.12,1921,9.5,1924
LAWRENCEVILLE 2 WSW, IL US,-87.7196,38.7239,13.69,1991,12.04,1993
LEBANON, IL US,-89.8177,38.6002,13.66,2007,13.48,2005
LINCOLN, IL US,-89.3387,40.152,13.67,1921,9.33,2014
LISLE MORTON ARBORETUM, IL US,-88.0727,41.8127,11.32,2012,8.29,2008
LITTLE RED SCHOOL HOUSE, IL US,-87.8761,41.7091,11.82,2016,10.81,2018
LOAMI 3 SSW, IL US,-89.87444,39.63139,11.08,2004,10.55,2009
MACKINAW 3 WSW, IL US,-89.4207,40.52408,11.69,1944,10.89,1943
MACOMB, IL US,-90.6698,40.4786,11.68,1908,10.71,1905
MAKANDA 1 NW, IL US,-89.23333,37.63333,15.23,1953,12.99,1966
MARENGO, IL US,-88.6079,42.2637,10.87,1921,6.71,1893
MARION 4 NNE, IL US,-88.89817,37.77483,13.72,1971,10.8,1989
MARSEILLES LOCK, IL US,-88.7533,41.3286,11.48,1998,7.95,2014
MARSHALL, IL US,-87.6967,39.3908,13.02,1973,11.14,1963
MASCOUTAH, IL US,-89.8,38.48333,14.74,1931,10.79,1904
MASON CITY 4 SE, IL US,-89.6511,40.1643,13.13,1998,9.97,1979
MATTOON, IL US,-88.3545,39.4726,13.55,1998,10.07,1979
MC HENRY WG STRATTON LOCK AND DAM, IL US,-88.2533,42.3091,10.67,1998,6.52,2014
MCLEANSBORO, IL US,-88.5425,38.08444,15.38,1938,11.22,1979
MINONK, IL US,-89.03378,40.91254,12.61,1921,8.72,2014
MONMOUTH, IL US,-90.6381,40.9443,12.56,1921,8.75,1904
MONMOUTH 4 NW, IL US,-90.7197,40.9362,11.7,1998,7.83,2014
MORRIS 1 NW, IL US,-88.4336,41.3708,12.6,1931,7.29,1996
MORRISON, IL US,-89.96819,41.79457,12.1,1921,7.11,2014
MORRISONVILLE, IL US,-89.4615,39.4157,14.03,2012,10.1,1989
MORRISONVILLE 4 SE, IL US,-89.4,39.38333,13.77,1921,10.13,1917
MOUNT CARMEL, IL US,-87.7577,38.4105,14.76,1949,11.36,2008
MOUNT CARMEL 4 NW, IL US,-87.78333,38.45,15.22,1938,11.57,1912
MOUNT CARROLL, IL US,-89.9841,42.098,11.52,1921,5.95,1989
MOUNT OLIVE 1 E, IL US,-89.70138,39.07273,15.21,1941,15.21,1941
MOUNT PULASKI, IL US,-89.2832,40.0076,11.76,1899,10.13,1904
MOUNT VERNON 3 NE, IL US,-88.8533,38.3483,15.39,1921,11.21,1989
MOWEAQUA 2 S, IL US,-89.0159,39.5879,13.01,1990,9.99,1993
MUNDELEIN 4 WSW, IL US,-88.07758,42.25515,10.74,2012,6.85,2014
NASHVILLE 1 E, IL US,-89.35926,38.34189,14.79,2012,11.43,2014
NEOGA 4 NW, IL US,-88.4999,39.3535,13.7,2012,10.29,2014
NEW BOSTON DAM 17, IL US,-91.0579,41.1924,12.42,2012,8.72,2014
NEW BURNSIDE, IL US,-88.76667,37.58333,15.8,1921,11.95,1917
NEWTON, IL US,-88.1828,38.9916,14.17,1998,10.77,2014
NEWTON 6 SSE, IL US,-88.11833,38.91361,14.4,1953,10.17,1979
NORMAL 4 NE, IL US,-88.94968,40.54917,12.69,1987,8.74,2014
OGDEN, IL US,-87.9567,40.1101,12.81,2012,9.38,2014
OLIVE BRANCH, IL US,-89.35056,37.17417,15.04,1987,12.98,1989
OLNEY 2 S, IL US,-88.0816,38.7003,14.61,1931,10.42,1917
OREGON WATERWORKS, IL US,-89.33333,42.01667,9.92,1911,8.06,1912
OTTAWA 5 SW, IL US,-88.9106,41.3283,12.62,2012,8.4,2014
PALESTINE, IL US,-87.62359,39.00634,14.95,1921,11.02,2014
PANA, IL US,-89.0867,39.3687,14.19,1921,10.24,2014
PARIS STP, IL US,-87.6672,39.6185,13.83,1946,9.39,2014
PARK FOREST, IL US,-87.6802,41.4947,12.08,2012,8.02,2014
PAW PAW 2 S, IL US,-88.97797,41.66533,10.59,2012,6.97,1979
PAXTON 2 WSW, IL US,-88.14162,40.45511,11.53,2012,8.94,2008
PEORIA 1, IL US,-89.6,40.7,12.54,1896,10.81,1904
PERRY 6 NW, IL US,-90.8236,39.8058,13.01,2016,9.79,1993
PERU, IL US,-89.1072,41.3503,11.82,2012,7.83,2014
PETERSBURG 1 E, IL US,-89.8345,40.01625,12.51,2017,11.27,2015
PHILO, IL US,-88.1532,40.0063,11.78,1913,9.29,1904
PIPER CITY, IL US,-88.1827,40.7569,12.81,2012,9.22,1996
PITTSFIELD NUMBER 2, IL US,-90.80334,39.62001,13.35,2017,9.94,1996
POLO 5 NW, IL US,-89.60733,42.03442,11.52,2012,7.72,1996
PONTIAC, IL US,-88.6364,40.8777,13.45,1921,8.86,1989
PRAIRIE CITY 2 S, IL US,-90.4641,40.5913,12.88,2012,8.86,2014
PRINCETON, IL US,-89.452,41.366,12.38,2012,7.72,2014
PRINCEVILLE 2 W, IL US,-89.7563,40.9274,11.31,1973,7.48,1996
QUINCY, IL US,-91.4,39.95,15.03,1921,9.77,1904
QUINCY DAM 21, IL US,-91.4284,39.9035,13.69,1941,9.65,1978
RAMSEY, IL US,-89.10234,39.14799,13.53,2012,10.09,2014
REND LAKE DAM, IL US,-88.9883,38.0405,13.28,1981,11.78,1979
REYNOLDS, IL US,-90.716667,41.333333,10.13,1896,9.6,1898
ROBERTS 3 N, IL US,-88.18333,40.66667,12.04,1954,9.31,1950
ROBINSON, IL US,-87.7769,39.006,13.94,2012,11.04,1904
ROCHELLE 6 NW, IL US,-89.16667,41.95,10.18,1956,8.13,1972
ROCHELLE, IL US,-89.0708,41.9116,10.76,2012,6.73,2014
ROCKFORD, IL US,-89.08333,42.28333,11.56,1921,7.53,1912
ROCK ISLAND LOCK AND DAM 15, IL US,-90.5647,41.518,12.74,1998,7.25,1875
ROMEOVILLE WEATHER FORECAST OFFICE, IL US,-88.08497,41.60413,12.27,2012,8.29,2014
ROSICLARE 5 NW, IL US,-88.4122,37.4747,14.59,1998,11.65,2013
RUSHVILLE, IL US,-90.55913,40.12762,13.72,1921,8.98,2014
SAYBROOK 2 N, IL US,-88.5364,40.4535,9.99,2010,9.99,2010
SALEM, IL US,-88.94586,38.64027,14.39,2012,11.06,2014
SHELBYVILLE DAM, IL US,-88.7739,39.4079,13.95,2012,10.17,2014
SIDELL 4 N, IL US,-87.8228,39.9677,12.5,2012,9.96,2008
SKOKIE, IL US,-87.76667,42.08333,10.36,1959,9.98,1958
SMITHLAND LOCK AND DAM, IL US,-88.4311,37.1644,15.38,2012,12.6,2014
SPARTA 1 W, IL US,-89.71667,38.11667,15.59,1931,11.49,1996
SPRINGFIELD, IL US,-89.65,39.8,13.07,1949,11.3,1951
SPRINGFIELD NUMBER 2, IL US,-89.67702,39.79677,13.52,2012,9.87,2014
SPRINGFIELD 4 SE, IL US,-89.6,39.76667,12.25,1942,11.5,1945
ST. CHARLES, IL US,-88.316667,41.9,10.2,1913,7.75,1904
ST. PETER, IL US,-88.333333,38.483333,13.43,1913,11.35,1912
STOCKTON 3 NNE, IL US,-89.9902,42.3996,10.65,2012,6.57,1979
STREAMWOOD, IL US,-88.17833,42.02556,10.86,1998,7.69,1996
STREATOR, IL US,-88.8158,41.0908,13.08,2012,8.89,1904
SULLIVAN, IL US,-88.633333,39.616667,12.96,1913,10.22,1904
SULLIVAN 3 S, IL US,-88.609,39.5608,11.84,2018,10.17,2008
SUMNER, IL US,-87.866667,38.716667,13.64,1911,12.36,1910
SYCAMORE, IL US,-88.68333,41.98333,10.85,1921,7.13,1917
TABLE GROVE, IL US,-90.43333,40.36667,12.67,1954,10.26,1950
TISKILWA 2 SE, IL US,-89.46667,41.26667,11.25,1973,8.24,1904
TRIMBLE 1 E, IL US,-87.6625,39.0598,13.82,2011,11.73,2014
TUSCOLA, IL US,-88.29106,39.79465,13.48,1998,9.45,1904
CHAMPAIGN 3 S, IL US,-88.2404,40.084,13.04,2012,9.1,1917
UTICA STARVED ROCK D, IL US,-88.98583,41.32417,11.91,1998,9.95,2003
VANDALIA, IL US,-89.09518,38.95788,13.53,1998,10.64,1978
VIRDEN, IL US,-89.76889,39.50611,13.98,1998,10.62,1979
WALNUT, IL US,-89.6024,41.5603,12.48,1931,7.57,2014
WATERLOO, IL US,-90.16194,38.36639,14.19,1965,11.62,1979
WATSEKA 2 NW, IL US,-87.75458,40.79403,12.93,1946,8.15,1979
WAUKEGAN, IL US,-87.88278,42.34917,10.3,1953,6.89,1979
WHEATON 3 SE, IL US,-88.0727,41.8127,12.67,1998,8.86,1972
WHITE HALL 1 E, IL US,-90.3788,39.4408,13.88,1938,9.88,2014
WINCHESTER, IL US,-90.4527,39.6351,13.43,2012,10.75,2008
WINDSOR, IL US,-88.5962,39.4459,14.04,1998,9.64,2014
YORKVILLE, IL US,-88.45,41.65,10.01,1913,7.95,1904
ZION, IL US,-90.05,42.18333,9.28,1911,7.32,1904
ALBION 5 E, IN US,-85.33333,41.4,11.7,1931,7.65,1917
ANDERSON SEWAGE PLANT, IN US,-85.7163,40.1117,13.71,1921,8.82,1978
ANGOLA, IN US,-85.0183,41.6639,11.42,1921,6.79,1978
ASHBORO, IN US,-87.1,39.4,10.93,1895,10.93,1895
ATTICA 2 E, IN US,-87.1963,40.2838,12.16,1998,9.18,1996
AUBURN 2 SSE, IN US,-85.05,41.33333,10.34,1983,8.01,1910
BEDFORD, IN US,-86.5,38.85,13.81,1953,11.66,1958
BERNE WWTP, IN US,-84.93,40.6683,12.86,1998,8.64,2014
BLOOMINGTON INDIANA UNIVERSITY, IN US,-86.5214,39.1742,14.12,1921,10.27,2014
BLUFFTON, IN US,-85.16667,40.78333,10.54,1959,8.99,1963
BLUFFTON 6 N, IN US,-85.1546,40.8143,12.21,1998,7.48,1988
BLUFFTON WATERWORKS, IN US,-85.16667,40.73333,12.02,1938,9.27,1907
BOONVILLE 1 S, IN US,-87.2736,38.0302,15.64,2012,12.8,2014
BOSWELL 4 WNW, IN US,-87.4531,40.535,11.56,1998,8.43,1996
BRIGHT, IN US,-84.85,39.21667,12.16,1897,11.99,1899
BROOKVILLE, IN US,-85.01445,39.42387,13.27,2012,9.69,1958
BUTLERVILLE 1 WNW, IN US,-85.53056,39.03556,11.61,1986,10.33,1989
BUTLERVILLE, IN US,-85.55,39.05,14.37,1921,10.68,1917
CAMBRIDGE CITY 3 N, IN US,-85.18333,39.86667,12.45,1931,8.33,1978
CANNELTON, IN US,-86.7072,37.8994,15.5,2012,12.83,2014
CARMEL 3 E, IN US,-86.0585,39.9617,11.87,2016,10.63,2008
CARTERSBURG, IN US,-86.46667,39.7,12.38,1946,10.83,1945
CASTLETON 2 S, IN US,-86.0514,39.8801,13.1,2012,9.89,2014
CHALMERS 5 W, IN US,-86.955,40.6653,11.65,2012,7.91,2014
CHARLESTOWN, IN US,-85.7,38.65,14.79,1991,12.52,1963
RENSSELAER, IN US,-87.15,40.91667,12.79,1931,8.87,1917
COLUMBIA CITY, IN US,-85.48333,41.15,12.04,1953,9.65,1940
COLUMBIA CITY, IN US,-85.4898,41.1452,11.4,1998,7.35,2014
COLUMBUS, IN US,-85.9227,39.166,14.42,1921,9.45,1917
CONNERSVILLE, IN US,-85.66667,39.66667,13.32,1921,9.82,1917
CONNERSVILLE 2 W, IN US,-85.18333,39.65,11.07,1973,11.07,1973
COVINGTON 4 SW, IN US,-87.45,40.11667,11.62,1973,9.42,1978
CRANE NSA, IN US,-86.8349,38.8725,14.38,1991,11.79,1989
CRAWFORDSVILLE 6 SE, IN US,-86.8011,40.0028,12.01,1998,8.29,2014
CRAWFORDSVILLE POWER PLANT, IN US,-86.89972,40.04889,13.13,1921,8.83,1963
CULVER EXPERIMENT FA, IN US,-86.46667,41.16667,10.44,1973,8.06,1958
DECATUR 1 N, IN US,-84.9299,40.8483,11.92,2012,8.56,2014
DELPHI, IN US,-86.666,40.615,12.55,1946,8.61,1904
DUBOIS S IN FORAGE FARM, IN US,-86.6983,38.4558,13.81,1998,10.89,2014
FREELANDVILLE, IN US,-87.23333,38.8,14.56,1931,10.8,1978
ELKHART, IN US,-85.93333,41.7,11.43,1911,9.23,1907
ELLISTON, IN US,-86.9371,39.0313,14.14,1921,10.27,1958
ELNORA, IN US,-87.0917,38.8701,14.79,2012,11.82,2014
ELWOOD, IN US,-85.8453,40.2873,11.76,1954,8.44,1978
EMINENCE, IN US,-86.63333,39.53333,12.48,1908,10.9,1910
ENGLISH, IN US,-86.46833,38.27889,14.2,1998,11.5,1978
EVANS LANDING, IN US,-86.0,38.0,13.22,1973,11.67,1966
EVANSVILLE MUSEUM, IN US,-87.57305,37.965,16.24,1953,12.88,1979
FARMERSBURG, IN US,-87.38333,39.25,13.75,1938,10.47,1917
FARMERSBURG TV 2, IN US,-87.3905,39.2425,13.73,2016,11.05,2014
FARMLAND 5 NNW, IN US,-85.1484,40.2538,13.04,1921,8.3,1978
FORT WAYNE CITY, IN US,-85.16667,41.08333,12.14,1921,8.06,1917
FOWLER, IN US,-87.31667,40.61667,12.88,1931,9.76,1958
FRANCESVILLE, IN US,-86.8871,40.9843,11.47,2012,7.86,2014
FRANKFORT DISPOSAL, IN US,-86.5066,40.2986,12.59,2012,8.61,1978
FRANKLIN WWTP, IN US,-86.04121,39.4684,12.87,2014,10.6,2009
FRANKLIN 2 NNE, IN US,-86.06667,39.51667,13.05,1938,10.69,1958
FREELANDVILLE, IN US,-87.3083,38.8672,13.49,1998,10.66,1989
GARRETT, IN US,-85.1292,41.3415,11.4,2012,7.8,2014
GARRETT 1 S, IN US,-85.1198,41.3366,11.84,1998,9.16,2018
GARY, IN US,-87.38333,41.61667,10.96,1977,9.28,1951
GOSHEN 3 SW, IN US,-85.8825,41.5575,11.95,2012,7.56,1917
GRANDVIEW, IN US,-86.9858,37.9541,14.06,2007,12.86,2008
GREENCASTLE 1 E, IN US,-86.8766,39.644,13.95,1921,9.74,2003
GREENFIELD, IN US,-85.7611,39.7858,13.59,1921,9.36,2014
GREENSBURG, IN US,-85.4891,39.3475,13.37,1949,9.6,1958
HAMMOND, IN US,-87.5,41.56667,11.07,1913,7.73,1917
HARTFORD CITY 4 ESE, IN US,-85.2891,40.4355,12.44,2012,8.14,1978
HECTOR, IN US,-84.85,40.46667,11.31,1900,10.06,1901
HEDRICK, IN US,-87.5,40.31667,10.97,1973,9.76,1974
HENRYVILLE STATE FOR, IN US,-85.76667,38.56667,13.93,1933,10.62,1963
HICKORY HILL, IN US,-86.35,39.26667,13.58,1913,11.21,1917
HOBART 2 WNW, IN US,-87.28806,41.54222,12.14,1931,8.83,1997
HOLLAND, IN US,-87.03333,38.25,13.07,1903,12.71,1904
HOWE MILITARY SCHOOL, IN US,-85.41667,41.71667,11.9,1931,8.32,1926
HUNTINGBURG AIRPORT, IN US,-86.95,38.26667,15.15,1931,10.88,1912
HUNTINGTON, IN US,-85.5,40.88333,12.17,1931,8.54,1904
HUNTINGTON, IN US,-85.498,40.8555,12.5,1998,8.29,2014
INDIANA DUNES NATIONAL LAKESHORE, IN US,-87.08803,41.63178,11.8,1998,8.07,2014
INDIANAPOLIS HOL PAR, IN US,-86.16667,39.88333,12.62,1946,10.75,1947
INDIANAPOLIS NWFO, IN US,-86.2807,39.7067,13.7,2012,10.34,2014
INDIANAPOLIS MONUMENT CITY, IN US,-86.16667,39.76667,13.37,1954,11.27,1950
INDIANAPOLIS RIVERSIDE, IN US,-86.18528,39.7825,11.73,1964,10.03,1963
INDIANAPOLIS SE SIDE, IN US,-86.0678,39.7164,12.59,2012,9.78,1996
JAMESTOWN 2 E, IN US,-86.5984,39.9237,12.14,2012,9.71,1997
JASPER, IN US,-86.9406,38.3856,13.77,1896,12.26,1895
JEFFERSONVILLE, IN US,-85.75,38.28333,15.54,1921,12.05,1917
JOHNSON EXPERIMENT F, IN US,-87.75,38.26667,15.4,1938,12.04,1976
JUDYVILLE, IN US,-87.41667,40.38333,11.18,1914,9.49,1912
KENDALLVILLE, IN US,-85.25,41.45,11.68,1953,9.23,1950
KENTLAND, IN US,-87.43528,40.75917,11.82,1973,9.3,1989
KEWANNA 7 NW, IN US,-86.51667,41.08333,10.69,1987,8.97,1980
KNIGHTSTOWN 2 ENE, IN US,-85.4877,39.8075,11.81,1900,11.66,1898
KNOX WWTP, IN US,-86.6285,41.3053,10.78,2016,7.86,2014
KOKOMO 3 WSW, IN US,-86.1758,40.4582,13.9,1921,8.33,1979
KOKOMO 5 WSW, IN US,-86.2122,40.4614,11.63,1965,10.11,1958
WEST LAFAYETTE SEWAGE PLANT, IN US,-86.88333,40.4,12.25,1971,11.31,1970
LAFAYETTE 8 S, IN US,-86.9027,40.2963,12.67,1998,8.75,1978
LAGRANGE, IN US,-85.4121,41.6474,11.09,1998,7.92,1978
LAKEVILLE, IN US,-86.2692,41.5269,10.59,1991,7.22,2014
LAPORTE, IN US,-86.7297,41.6116,11.98,1998,8.01,2014
LAWRENCEBURG, IN US,-84.85556,39.09167,13.82,1998,11.37,1996
LEXINGTON 3 N, IN US,-85.60333,38.675,11.66,2007,10.05,2008
LOGANSPORT CICOTT ST., IN US,-86.3877,40.7477,12.27,2012,8.82,2014
LOGANSPORT RADIO WSA, IN US,-86.35,40.75,11.09,1975,9.09,1963
